City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
212,iskateley,67.6803,53.1512,1.68,86,66,2.68,RU,1717897898
213,dakhla,23.6848,-15.958,20.06,91,6,6.46,EH,1717897898
214,kamphaeng phet,16.25,99.5,29.58,65,100,0.77,TH,1717897899
215,la passe,45.5549,-0.8967,16.13,90,56,6.35,FR,1717897899
216,sarangani,5.4033,125.4636,28.56,73,95,1.8,PH,1717897899
217,ta'izz,13.5,44.0,25.77,35,69,0.61,YE,1717897900
218,anna regina,7.2644,-58.5077,26.54,88,100,2.24,GY,1717897900
219,mamuju,-2.6748,118.8885,29.95,68,41,1.66,ID,1717897901
220,crane,31.3974,-102.3501,30.67,41,79,9.99,US,1717897901
221,nago,26.5881,127.9761,27.47,79,12,3.3,JP,1717897773
222,santyoku,37.4406,129.1708,22.37,68,92,2.94,KR,1717897902
223,brockville,44.5834,-75.6826,17.3,76,100,2.24,CA,1717897902
224,tubarjal,30.4999,38.216,27.31,32,0,4.49,SA,1717897903
225,olyokminsk,60.3736,120.4264,17.67,45,100,2.7,RU,1717897903
226,ciacova,45.5081,21.1286,25.01,73,100,3.57,RO,1717897904
227,papao,-17.75,-149.55,26.82,78,100,3.46,PF,1717897904
228,qaqortoq,60.7167,-46.0333,4.54,93,100,2.2,GL,1717897905
229,pudozh,61.8099,36.5345,9.97,82,97,1.34,RU,1717897905
230,gunjur,13.2019,-16.7339,26.04,78,75,2.57,GM,1717897905
231,wickenburg,33.9686,-112.7296,37.6,10,100,6.34,US,1717897906
232,elista,46.3078,44.2558,19.29,48,25,3.0,RU,1717897895
233,cheremukhovo,60.3484,59.9851,12.12,65,100,1.18,RU,1717897907
234,igarka,67.4667,86.5833,8.9,77,30,3.58,RU,1717897907
235,taltal,-25.4,-70.4833,15.4,83,98,1.31,CL,1717897908
236,pontes e lacerda,-15.2261,-59.3353,20.8,56,59,1.52,BR,1717897908
237,aasiaat,68.7098,-52.8699,0.2,89,3,3.67,GL,1717897908
238,quchan,37.106,58.5095,20.92,31,0,0.35,IR,1717897909
239,lugovoye,42.9094,72.7178,24.11,41,79,2.43,KZ,1717897909
240,bethanie,-26.4833,17.15,7.38,46,0,2.89,,1717897910
241,swakopmund,-22.6833,14.5333,22.47,28,2,1.34,,1717897910
242,tralee,52.2704,-9.7026,10.57,76,100,3.72,IE,1717897762
243,puerto penasco,31.3167,-113.5333,27.17,73,30,7.15,MX,1717897912
244,lake munmorah,-33.1936,151.5719,18.83,64,73,0.45,AU,1717897912
245,arteaga,18.4667,-102.4167,22.71,53,55,2.81,MX,1717897753
246,brokopondo,4.75,-55.1667,26.03,82,68,2.56,SR,1717897913
247,ertil',51.8406,40.8056,15.86,83,91,1.5,RU,1717897914
248,badger,64.8,-147.5333,28.14,20,0,6.69,US,1717897914
249,vilyuchinsk,52.9306,158.4028,12.15,68,100,3.49,RU,1717897915
250,hami,42.8,93.45,31.19,11,0,4.05,CN,1717897915
251,nova xavantina,-14.6667,-52.35,21.53,58,10,0.87,BR,1717897915
252,al hazm,16.1641,44.7769,28.33,30,9,3.61,YE,1717897916
253,itamaraca,-7.7478,-34.8256,26.03,89,100,3.26,BR,1717897916
254,aykhal,66.0,111.5,18.79,48,57,5.09,RU,1717897917
255,masterton,-40.9597,175.6575,16.17,70,100,4.6,NZ,1717897917
256,zaragoza,41.6561,-0.8773,19.45,72,75,10.29,ES,1717897829
257,lazaro cardenas,17.9583,-102.2,26.13,77,19,3.05,MX,1717897918
258,suva,-18.1416,178.4415,26.71,69,75,6.69,FJ,1717897919
259,tal'menka,53.8183,83.5677,14.77,93,100,2.58,RU,1717897919
260,tyre,33.2733,35.1939,25.11,88,0,4.4,LB,1717897920
261,hadibu,12.65,54.0333,28.61,78,92,7.91,YE,1717897920
262,katabu,-4.9333,122.5167,29.4,67,44,3.83,ID,1717897861
263,sechura,-5.5569,-80.8222,19.68,78,9,4.97,PE,1717897921
264,port hedland,-20.3167,118.5667,24.03,33,0,5.14,AU,1717897921
265,port mathurin,-19.6833,63.4167,24.17,78,26,8.5,MU,1717897922
266,janow lubelski,50.707,22.4104,16.24,92,98,4.12,PL,1717897922
267,sibi,29.5448,67.8764,34.19,26,0,1.09,PK,1717897923
268,pihuamo,19.2499,-103.3828,28.37,51,66,1.63,MX,1717897923
269,yemetsk,63.4721,41.7941,9.56,92,87,2.2,RU,1717897923
270,jeremie,18.65,-74.1167,27.35,81,100,2.34,HT,1717897924
271,lebu,-37.6167,-73.65,12.2,92,70,6.23,CL,1717897924
272,chernyshevskiy,63.0128,112.4714,17.56,48,0,1.4,RU,1717897925
273,mount carmel,38.4109,-87.7614,25.05,88,100,2.87,US,1717897925
274,zhezqazghan,47.7833,67.7667,26.32,29,75,6.0,KZ,1717897926
275,buala,-8.145,159.5921,29.67,74,90,2.8,SB,1717897926
276,pisco,-13.7,-76.2167,17.03,88,100,5.66,PE,1717897927
277,snina,48.9886,22.151,15.19,75,99,1.17,SK,1717897927
278,contamana,-7.3333,-75.0167,26.66,68,89,0.41,PE,1717897928
279,menongue,-14.6585,17.691,10.64,52,0,2.01,AO,1717897928
280,beau vallon,-20.4189,57.6953,23.13,88,75,5.14,MU,1717897929
281,morant bay,17.8815,-76.4093,29.79,90,100,4.22,JM,1717897929
282,forster,-32.1667,152.5167,19.05,60,5,3.14,AU,1717897930
283,nadym,65.5333,72.5167,6.09,74,0,3.3,RU,1717897930
284,antsiranana,-12.2787,49.2917,20.23,85,5,3.04,MG,1717897930
285,kyabe,9.4515,18.9449,24.87,72,100,2.39,TD,1717897931
286,gopalpur,19.2667,84.9167,30.78,68,56,2.28,IN,1717897931
287,ouro sogui,15.6,-13.3167,30.32,41,98,10.28,SN,1717897932
288,corbin,36.9487,-84.0969,23.25,78,100,1.54,US,1717897932
289,atafu village,-8.5421,-172.5159,28.91,73,100,2.49,TK,1717897933
290,auki,-8.7676,160.7034,29.68,71,44,2.37,SB,1717897933
291,merizo village,13.2658,144.6691,31.31,82,34,4.89,GU,1717897934
292,yarmouth,41.7057,-70.2286,20.06,68,0,5.81,US,1717897934
293,hasaki,35.7333,140.8333,26.27,71,100,4.0,JP,1717897935
294,sao vicente,-23.9631,-46.3919,24.59,77,2,1.28,BR,1717897935
295,baharly,38.4362,57.4316,29.05,19,7,0.99,TM,1717897814
296,gizo,-8.103,156.8419,29.19,73,85,2.21,SB,1717897936
297,tshikapa,-6.4167,20.8,19.88,40,20,1.28,CD,1717897936
298,vorkuta,67.5,64.0,-1.05,93,94,0.89,RU,1717897937
299,bella union,-30.2752,-57.6007,20.2,86,100,5.4,UY,1717897937
300,broken hill,-31.95,141.4333,14.61,49,2,2.72,AU,1717897938
301,nova olimpia,-14.7972,-57.2881,21.73,52,5,1.28,BR,1717897938
302,rio grande,-32.035,-52.0986,17.19,91,100,4.62,BR,1717897817
303,sungai penuh,-2.0833,101.3833,22.45,87,85,1.33,ID,1717897939
304,brasilia de minas,-16.2064,-44.4333,18.91,65,0,3.08,BR,1717897940
305,akureyri,65.6835,-18.0878,4.96,87,100,1.54,IS,1717897940
306,kapuskasing,49.4169,-82.4331,16.0,59,75,4.63,CA,1717897800
307,port lincoln,-34.7333,135.8667,16.12,53,100,3.46,AU,1717897941
308,kingston,17.997,-76.7936,29.53,70,20,4.63,JM,1717897722
309,korla,41.7597,86.1469,28.48,19,1,3.76,CN,1717897942
310,yung shue wan,22.2333,114.1167,26.84,93,59,0.45,HK,1717897942
311,malanje,-9.5402,16.341,14.8,67,5,1.26,AO,1717897943
312,nabire,-3.3667,135.4833,30.35,66,82,1.52,ID,1717897943
313,basco,20.4487,121.9702,29.5,74,70,3.63,PH,1717897943
314,nouadhibou,20.931,-17.0347,19.99,88,0,8.23,MR,1717897944
315,pont rouge,48.8833,-72.0825,16.16,96,81,1.54,CA,1717897870
316,sandnessjoen,66.0217,12.6316,9.29,66,16,5.66,NO,1717897945
317,wellington,-41.2866,174.7756,16.66,80,100,9.77,NZ,1717897879
318,revda,56.801,59.9303,12.06,85,100,3.32,RU,1717897725
319,par naogaon,24.8029,88.9508,32.53,63,88,3.96,BD,1717897725
320,kattivakkam,13.2167,80.3167,29.42,88,100,5.45,IN,1717897946
321,geraldton,-28.7667,114.6,21.23,83,75,6.69,AU,1717897947
322,berrouaghia,36.1352,2.9109,16.09,53,2,2.68,DZ,1717897948
323,barra de santo antonio,-9.4047,-35.5072,24.6,85,10,4.03,BR,1717897948
324,al jawf,29.5,38.75,26.64,30,0,4.09,SA,1717897949
325,tabatinga,-4.2525,-69.9381,24.05,100,40,0.0,BR,1717897949
326,punta arenas,-53.15,-70.9167,-2.94,93,75,1.54,CL,1717897642
327,xiangcheng chengguanzhen,33.847,113.4778,33.73,20,100,3.93,CN,1717897950
328,masuguru,-11.3667,38.4167,19.18,85,0,1.5,TZ,1717897951
329,kone,-21.0595,164.8658,27.42,58,100,1.02,NC,1717897951
330,san patricio,28.017,-97.5169,29.35,76,1,4.68,US,1717897952
331,kavieng,-2.5744,150.7967,29.47,73,9,3.66,PG,1717897952
332,pingyin,36.2831,116.4453,36.29,14,65,5.56,CN,1717897952
333,taoudenni,22.6783,-3.9836,35.99,12,6,4.28,ML,1717897953
